"subject" "activity" "timeBodyaccelerometer-mean()-X" "timeBodyaccelerometer-mean()-Y" "timeBodyaccelerometer-mean()-Z" "timeBodyaccelerometer-std()-X" "timeBodyaccelerometer-std()-Y" "timeBodyaccelerometer-std()-Z" "timeGravityaccelerometer-mean()-X" "timeGravityaccelerometer-mean()-Y" "timeGravityaccelerometer-mean()-Z" "timeGravityaccelerometer-std()-X" "timeGravityaccelerometer-std()-Y" "timeGravityaccelerometer-std()-Z" "timeBodyaccelerometerJerk-mean()-X" "timeBodyaccelerometerJerk-mean()-Y" "timeBodyaccelerometerJerk-mean()-Z" "timeBodyaccelerometerJerk-std()-X" "timeBodyaccelerometerJerk-std()-Y" "timeBodyaccelerometerJerk-std()-Z" "timeBodygyroscope-mean()-X" "timeBodygyroscope-mean()-Y" "timeBodygyroscope-mean()-Z" "timeBodygyroscope-std()-X" "timeBodygyroscope-std()-Y" "timeBodygyroscope-std()-Z" "timeBodygyroscopeJerk-mean()-X" "timeBodygyroscopeJerk-mean()-Y" "timeBodygyroscopeJerk-mean()-Z" "timeBodygyroscopeJerk-std()-X" "timeBodygyroscopeJerk-std()-Y" "timeBodygyroscopeJerk-std()-Z" "timeBodyaccelerometermagnitude-mean()" "timeBodyaccelerometermagnitude-std()" "timeGravityaccelerometermagnitude-mean()" "timeGravityaccelerometermagnitude-std()" "timeBodyaccelerometerJerkmagnitude-mean()" "timeBodyaccelerometerJerkmagnitude-std()" "timeBodygyroscopemagnitude-mean()" "timeBodygyroscopemagnitude-std()" "timeBodygyroscopeJerkmagnitude-mean()" "timeBodygyroscopeJerkmagnitude-std()" "frequencyBodyaccelerometer-mean()-X" "frequencyBodyaccelerometer-mean()-Y" "frequencyBodyaccelerometer-mean()-Z" "frequencyBodyaccelerometer-std()-X" "frequencyBodyaccelerometer-std()-Y" "frequencyBodyaccelerometer-std()-Z" "frequencyBodyaccelerometer-meanFreq()-X" "frequencyBodyaccelerometer-meanFreq()-Y" "frequencyBodyaccelerometer-meanFreq()-Z" "frequencyBodyaccelerometerJerk-mean()-X" "frequencyBodyaccelerometerJerk-mean()-Y" "frequencyBodyaccelerometerJerk-mean()-Z" "frequencyBodyaccelerometerJerk-std()-X" "frequencyBodyaccelerometerJerk-std()-Y" "frequencyBodyaccelerometerJerk-std()-Z" "frequencyBodyaccelerometerJerk-meanFreq()-X" "frequencyBodyaccelerometerJerk-meanFreq()-Y" "frequencyBodyaccelerometerJerk-meanFreq()-Z" "frequencyBodygyroscope-mean()-X" "frequencyBodygyroscope-mean()-Y" "frequencyBodygyroscope-mean()-Z" "frequencyBodygyroscope-std()-X" "frequencyBodygyroscope-std()-Y" "frequencyBodygyroscope-std()-Z" "frequencyBodygyroscope-meanFreq()-X" "frequencyBodygyroscope-meanFreq()-Y" "frequencyBodygyroscope-meanFreq()-Z" "frequencyBodyaccelerometermagnitude-mean()" "frequencyBodyaccelerometermagnitude-std()" "frequencyBodyaccelerometermagnitude-meanFreq()" "frequencybodyaccelerometerJerkmagnitude-mean()" "frequencybodyaccelerometerJerkmagnitude-std()" "frequencybodyaccelerometerJerkmagnitude-meanFreq()" "frequencybodygyroscopemagnitude-mean()" "frequencybodygyroscopemagnitude-std()" "frequencybodygyroscopemagnitude-meanFreq()" "frequencybodygyroscopeJerkmagnitude-mean()" "frequencybodygyroscopeJerkmagnitude-std()" "frequencybodygyroscopeJerkmagnitude-meanFreq()"
7 "WALKING_UPSTAIRS" 0.262599699088235 -0.0186385392218627 -0.121073317427451 -0.640756203598039 -0.628889627405196 -0.546943864486275 0.838929991764706 -0.116654585 -0.109397597718627 -0.956769571470588 -0.946684564284314 -0.913993772852941 0.0756478806803922 -0.000360062531666666 -0.0062660531127451 -0.70212446745098 -0.745761946078431 -0.797380532745098 -0.0841973391294118 -0.0433204996463726 0.113597075382353 -0.65687498245098 -0.773355956862745 -0.654131555117647 -0.0908259177539216 -0.0458773911970588 -0.0604105914627451 -0.797645230294118 -0.830817867058824 -0.83333951627451 -0.577457125655882 -0.637668956472549 -0.577457125655882 -0.637668956472549 -0.721968980490196 -0.726248329117647 -0.587599043892157 -0.672524643333333 -0.824968003235294 -0.829666771764706 -0.66133328245098 -0.663416709019608 -0.640491490980392 -0.633326845362745 -0.634969303784314 -0.534328724917647 -0.280176241611765 -0.0851021277441176 -0.129055942397941 -0.721734063431373 -0.754061652941176 -0.783061143333333 -0.708720178823529 -0.754404449313726 -0.810084129607843 -0.0924273826186275 -0.264306384489216 -0.309343779307843 -0.66961489127451 -0.773467380196078 -0.684630744313726 -0.659178080735294 -0.775586104411765 -0.677762720127451 -0.297518460785294 -0.163818381147059 -0.228414509682353 -0.667743827647059 -0.678258971852941 -0.0629294220963529 -0.718183781960784 -0.73850494254902 0.138778628587255 -0.744008254509804 -0.684690390941176 -0.226099839481088 -0.828819331862745 -0.843065800196078 0.013750405395098
8 "WALKING_UPSTAIRS" 0.260483764121951 -0.0247964261587805 -0.117692141169512 -0.24378696207561 0.0842856062015854 -0.0368575551463415 0.885849095 -0.235799031919512 -0.173487740108537 -0.945006071707317 -0.937118848048781 -0.893095830731707 0.0745917035429268 0.0111986444207317 -0.035382089102561 -0.234915787745122 -0.19112165255122 -0.455745146840244 0.0843194121463415 -0.136511142609756 6.64673780487789e-05 -0.473802292634146 -0.227304145973171 -0.0135169127451219 -0.131185348210976 -0.0298859657658537 -0.0511138918878049 -0.492953389390244 -0.467659471807317 -0.521816933902439 -0.040372654904878 -0.262416577390244 -0.040372654904878 -0.262416577390244 -0.237899740860976 -0.238161233231707 -0.0846195953658537 -0.246377863426829 -0.472040197170732 -0.511963105292683 -0.224638272903659 0.0180703370426829 -0.162065773165854 -0.253820669018293 0.0479650091414634 -0.048401765647561 -0.232163472586585 -0.07094160375 -0.107725778540366 -0.240063103778049 -0.19367724385 -0.395089796897561 -0.300961083719512 -0.248984314063415 -0.516446028231707 -0.0779908802953659 -0.253987970959756 -0.296558238963415 -0.35954223802439 -0.241385975059756 -0.111197972987805 -0.51196453002439 -0.227087382743902 -0.0771445786865854 -0.175009202668293 -0.142163703367073 -0.24633874787122 -0.174017367562195 -0.433314716369512 0.186369037538902 -0.172868591046341 -0.340380600268293 0.190353810231707 -0.319354123820732 -0.330879387907317 -0.0463689181219512 -0.494959062870732 -0.572331043292683 0.196108593941463
9 "WALKING_UPSTAIRS" 0.281460511428571 -0.0172518545979592 -0.107609582483673 -0.970931375306123 -0.942258461428571 -0.938342605714286 0.336600797755102 0.460675975632653 0.166688019283673 -0.961416774285714 -0.969777816326531 -0.955910952653061 0.079047922122449 0.00868017081020408 0.00196002891742857 -0.978151978367347 -0.957979099387755 -0.978477661020408 -0.0408283215469388 -0.0818501064081633 0.100170215489796 -0.971973916734694 -0.961783326734694 -0.944117202244898 -0.0943383768979592 -0.0417120446734694 -0.0579103848918367 -0.975491632244898 -0.978846518163265 -0.975759396122449 -0.948544187142857 -0.940074744489796 -0.948544187142857 -0.940074744489796 -0.973465038979592 -0.97101063755102 -0.934040652857143 -0.940084325102041 -0.97926538755102 -0.977156582857143 -0.97135385244898 -0.949080303265306 -0.957582626938775 -0.970949153469388 -0.942822610408163 -0.933499075918367 -0.0974606752755102 0.23295341055102 0.0940987589346939 -0.978298109387755 -0.959138624285714 -0.975200709795918 -0.980032367142857 -0.959634899183674 -0.98037423877551 0.171181556422449 0.00662579145510204 0.0468264170142857 -0.966311688979592 -0.965872436326531 -0.946607393061224 -0.973956327959184 -0.960019555306122 -0.948693859591837 0.049567029522449 -0.0688353325816327 0.0635950300581633 -0.951871353673469 -0.943522691428571 0.145600165210204 -0.970171670612245 -0.97099864877551 0.252699049653061 -0.954867897346939 -0.941235653265306 0.0110644684673469 -0.977954557755102 -0.977414522244898 0.101877358265306
10 "WALKING_UPSTAIRS" 0.275325680808511 -0.0150894371851064 -0.118049828957447 -0.970061154893617 -0.914691734255319 -0.920489628085106 0.799964062978723 0.109424915670213 0.0513453881791489 -0.968550421489362 -0.958206456170213 -0.94356836106383 0.0732616981857447 0.00270804423404255 0.0084265057406383 -0.964710991276596 -0.937856636808511 -0.956026974680851 -0.0364408411610638 -0.0891340904495745 0.0902461525957447 -0.948198138297872 -0.93681891106383 -0.923408986382979 -0.0997431508085106 -0.0395505644923404 -0.0451101724548936 -0.936973064255319 -0.956775976170213 -0.948077435744681 -0.935177101276596 -0.922497974680851 -0.935177101276596 -0.922497974680851 -0.957538132553192 -0.943173322340426 -0.918523249787234 -0.904999210212766 -0.956506132340425 -0.944153799787234 -0.965993840638298 -0.920648375319149 -0.930549866595745 -0.972075274893617 -0.916816610212766 -0.920783204680851 -0.0505273548553192 0.0848253433787234 0.0871869750021277 -0.965868948085106 -0.939525065106383 -0.951117834468085 -0.966684496808511 -0.940419704893617 -0.959637527021277 0.0593820640538298 -0.139568259151064 -0.0787640581170213 -0.926919400851064 -0.93709597 -0.915905808510638 -0.955426994893617 -0.937279079361702 -0.933686549787234 0.126951027042553 -0.156210832978723 0.0203167062957447 -0.929591863617021 -0.930283788297872 0.0774672266468085 -0.943570785319149 -0.942117092978723 0.21887011446383 -0.917408794042553 -0.91338011212766 0.0438169285 -0.946174591276596 -0.945510541276596 0.174539514806383
11 "WALKING_UPSTAIRS" 0.274924349638889 -0.0119156139666574 -0.10833031287963 -0.449086334138889 -0.26665092466787 -0.295263784441667 0.468370584351852 -0.0282947318611111 0.219982176231481 -0.919691857222222 -0.837735926574074 -0.838222188888889 0.0947118150194445 0.0117036092325926 -0.013105744612963 -0.556266416611111 -0.511901153166667 -0.695740155722222 -0.0544805592113889 -0.0610984404527778 0.101335263600278 -0.619887192777778 -0.383653822148148 -0.656821074290741 -0.072679398937963 -0.0609615527152778 -0.0607433468689815 -0.693358767314815 -0.64665586075 -0.758419340462963 -0.252744396672222 -0.385673545367407 -0.252744396672222 -0.385673545367407 -0.553415001633333 -0.543722390309259 -0.371508512955463 -0.433833917539815 -0.673617938325 -0.651080350636482 -0.50490450460463 -0.363168955462963 -0.514883954571296 -0.430725040675926 -0.27031604344537 -0.252068508410185 -0.42537464032037 -0.0731852535527778 -0.19432912022963 -0.592928265166667 -0.538406020963889 -0.689658499794444 -0.558582643037037 -0.516400860864815 -0.701590411305556 -0.262365316 -0.320090844866667 -0.316161492636759 -0.575554832037037 -0.547723660719444 -0.650876938638889 -0.638179487685185 -0.313318578139815 -0.69090795537963 -0.168075674242593 -0.368700280722222 -0.125034467478704 -0.419984743351852 -0.469998526324074 -0.0479102771533333 -0.531139763101852 -0.563413523231482 0.112815449916667 -0.530000685694444 -0.476324636601852 -0.175232927697222 -0.667471487483333 -0.655942744459259 0.0529495429388889
12 "WALKING_UPSTAIRS" 0.284043582692308 -0.0152468918534615 -0.121198551846154 -0.971760594807692 -0.909563131346154 -0.859242198442308 0.966214491346154 -0.0228393345230769 0.0258433755711538 -0.959716915769231 -0.947131061730769 -0.873454753653846 0.0677469312884615 0.0123750534517308 0.0158324263928846 -0.979642565576923 -0.968107925384615 -0.971384212307692 -0.0479586536888462 -0.0362752431442308 0.0298241044557692 -0.939640343269231 -0.943168318461538 -0.937455541538462 -0.0937852688346154 -0.0400332099230769 -0.0471469765961538 -0.9721117875 -0.979137945384615 -0.980032791538462 -0.918448980192308 -0.886333029211538 -0.918448980192308 -0.886333029211538 -0.974884486346154 -0.968803353653846 -0.899200715192308 -0.898392437115385 -0.979858421730769 -0.974523198846154 -0.971166975961538 -0.931301541923077 -0.906425989423077 -0.972245247692308 -0.904803376923077 -0.846962223269231 -0.0381244122269231 -0.0361042565423077 -0.117009493346154 -0.979342675 -0.968063788269231 -0.967630364038462 -0.981970935 -0.97057751 -0.973839616923077 0.163889054180769 -0.116742529640385 -0.105471205942308 -0.940766420384615 -0.955031881730769 -0.947448045769231 -0.940625945384615 -0.937591554038462 -0.940259208846154 -0.120546469707692 -0.305508771692308 -0.0912153617192308 -0.911609523653846 -0.891324393 -0.0313703365211538 -0.969236306923077 -0.967406956730769 0.182308491788462 -0.932592648846154 -0.896414759615385 -0.169105775540385 -0.976669285961538 -0.973710145769231 0.0615897975769231
13 "WALKING_UPSTAIRS" 0.273958988854545 -0.0182642922309091 -0.106598408945455 -0.846418863001818 -0.774822091272727 -0.831103890618182 -0.124493797272727 0.513283436 0.496330022145455 -0.948745472109091 -0.965724402363636 -0.958099271945455 0.0874951125636364 0.0188406563861818 -0.0194547889738182 -0.879436956818182 -0.828401657818182 -0.883378646545455 0.0110108765945455 -0.0831903252545454 0.102542173854545 -0.883352649090909 -0.868042624727273 -0.833618320181818 -0.126103390854545 -0.03363091462 -0.0566087156545455 -0.90713099 -0.913523887636364 -0.906357597454545 -0.812225335381818 -0.841015339796364 -0.812225335381818 -0.841015339796364 -0.853932451654545 -0.875240549036364 -0.817860049727273 -0.867033300181818 -0.906630239272727 -0.929033466 -0.876826422545455 -0.793263464727273 -0.860123477618182 -0.836861010436364 -0.780598291018182 -0.828465392381818 -0.278473221778182 0.0580793793127273 0.206951159849818 -0.894186450727273 -0.845097786727273 -0.883441838181818 -0.875824798981818 -0.822157499818182 -0.882921003818182 0.129238149450909 0.00307254518909091 0.117048445198182 -0.865272567036364 -0.877222976 -0.842680141163636 -0.889483620909091 -0.864433085454545 -0.846055260309091 -0.102141762045455 -0.204974391214545 0.125397625378364 -0.844729604370909 -0.864298373981818 0.107385833345455 -0.867073544632727 -0.886467077181818 0.397489270763636 -0.887969287272727 -0.876278455272727 -0.0461252047690909 -0.925805056727273 -0.937798416 0.257372533376364
14 "WALKING_UPSTAIRS" 0.271039147601852 -0.019181888009537 -0.113043342750926 -0.588044548333333 -0.224636182861111 -0.0964591948148148 0.824202920277778 -0.204688688703704 -0.229015936239167 -0.957934497314815 -0.929838949074074 -0.912916908981481 0.0808007036944444 -0.00806463725259259 -0.00499064640231481 -0.635833305925926 -0.608288661916667 -0.632602810212963 0.0297994642722222 -0.104194503677778 0.0222748865277778 -0.662691505185185 -0.183365777685185 -0.14965287777037 -0.114434461811111 -0.02867465325 -0.0319488104724074 -0.776287283981482 -0.659310199444444 -0.640556484185185 -0.333102244548148 -0.427320998417593 -0.333102244548148 -0.427320998417593 -0.593739950367593 -0.617127227824074 -0.220647873518519 -0.261155475796296 -0.665762979593518 -0.713407031018519 -0.598976651583333 -0.391012834475 -0.337288902387037 -0.584527182314815 -0.197772601351852 -0.0496108298148148 -0.226694051330556 -0.215133488740741 -0.202979595782407 -0.643155510925926 -0.615173746648148 -0.596623991666667 -0.661540100648148 -0.628752719962037 -0.667701332962963 -0.0872918058944444 -0.347479253334444 -0.310022509842593 -0.648938037657407 -0.385950759461574 -0.33870568915 -0.670672394259259 -0.0876853200925926 -0.17558536212037 -0.279693121564815 -0.422089107675926 -0.29982992470463 -0.461066189092593 -0.498726081833333 -0.0858219231092593 -0.589240897138889 -0.658483838807407 0.142868233405833 -0.40921355335 -0.294235949631481 -0.276759733305556 -0.698592835648148 -0.755755747175926 0.0779617918055556
15 "WALKING_UPSTAIRS" 0.271632595104167 -0.0235971134707188 -0.110775596635417 -0.0783370091072917 -0.0437161277770833 -0.35168390134375 0.9355800515625 -0.220462514364583 0.0957715779916667 -0.963014546041667 -0.936617912916667 -0.937342343541667 0.084406810159375 -0.00806752185416667 -0.0184423750736458 -0.215812756617708 -0.26707805444376 -0.592933583958333 0.041087462509375 -0.123247393376042 0.087687062645625 -0.42547540265625 -0.435778567654167 -0.415343362427083 -0.109873072558333 -0.0426903763041667 -0.0710586813125 -0.425394226708333 -0.674937767604167 -0.559360352395833 -0.04728187900375 -0.149175180174375 -0.04728187900375 -0.149175180174375 -0.286734616578125 -0.268197318041667 -0.270317836322917 -0.362295932166667 -0.577978820208333 -0.651289136770833 -0.133633683965625 -0.103721372452083 -0.4421692075 -0.0593568831833333 -0.075091559946875 -0.358158533197917 -0.464839384520833 -0.0964107092125 -0.0716668546072917 -0.26624452590625 -0.305301873208333 -0.576202165729167 -0.233766365750521 -0.275244764636458 -0.609772568020833 -0.398325762742708 -0.452858760625 -0.344855295458333 -0.3182722256875 -0.5203182453125 -0.393794352916667 -0.462448544270833 -0.40001044835625 -0.477695867395833 -0.182890648378125 -0.203084957509375 -0.147627056721875 -0.170718355857292 -0.271392882045833 -0.0181673229760417 -0.258789209020833 -0.29107689518125 0.0481131757447917 -0.458748369166667 -0.4123060611875 -0.0977473432889583 -0.651512680520833 -0.677706376458333 0.0979184368249063
16 "WALKING_UPSTAIRS" 0.265762076705882 -0.0153308601492637 -0.118872566970588 -0.442590946372549 -0.275225320284314 -0.294915935998039 0.713733247941176 -0.0412853951960784 -0.1359665232 -0.96546179745098 -0.956616102941176 -0.93468647245098 0.0711032443333333 0.00874524998039216 0.0107115268058922 -0.493238749607843 -0.376885938996569 -0.562856354803922 -0.0128910741645098 -0.0395780050009804 0.0588089131833333 -0.605912051372549 -0.615586415294118 -0.396876225431373 -0.110577737194873 -0.0366303883955882 -0.0501252469039216 -0.674459106960784 -0.747760404411765 -0.637484420294118 -0.323087212647059 -0.436096558921569 -0.323087212647059 -0.436096558921569 -0.445787584313726 -0.462781539215686 -0.421624260588235 -0.56375553372549 -0.701868803529412 -0.754055280490196 -0.467148988529412 -0.308042602852941 -0.403599764901961 -0.434959183823529 -0.30689890122549 -0.296198453337255 -0.363464103508824 -0.0199923320892157 -0.0060578693627451 -0.516818705392157 -0.431433622627451 -0.543404054117647 -0.514106243431373 -0.359206269496078 -0.580805048627451 -0.262282770230392 -0.347179148411765 -0.322407895068627 -0.577705017941176 -0.644600879901961 -0.486343496666667 -0.619923410392157 -0.602974931764706 -0.426274994852941 -0.200007291267941 -0.168012403491176 -0.211468112229412 -0.425328854607843 -0.532011733235294 0.0821910572411765 -0.454177740294118 -0.478034791127451 0.0795675429519608 -0.635063541666667 -0.594574383823529 -0.0574936819656863 -0.751785308039216 -0.774788379607843 0.148087312098039
17 "WALKING_UPSTAIRS" 0.259155303770833 -0.0198450673122917 -0.114268423114583 -0.501596735175312 -0.460920027073958 -0.578260631390625 0.220143234166667 -0.0926413107291667 -0.1893047546875 -0.962253179479167 -0.947053199166667 -0.955186832916667 0.081158482490625 0.0210721808563542 0.0129512022632708 -0.619968109270833 -0.642749501302083 -0.805982987395833 -0.0423473698302083 -0.0646090813393542 0.089550823646875 -0.718216705947917 -0.7167851546875 -0.585581072232292 -0.119317517601042 -0.0406871115983333 -0.044273870566875 -0.770395901979167 -0.822207412395833 -0.784462680729167 -0.468717891554167 -0.519492662172917 -0.468717891554167 -0.519492662172917 -0.650678996666667 -0.666789160729167 -0.573035205170833 -0.676187435583333 -0.798870781979167 -0.818041034791667 -0.540402664797917 -0.517957089883333 -0.66573907884375 -0.487817691559375 -0.467134360658333 -0.5668137818125 -0.404269732898958 -0.10246032825625 0.011502588850625 -0.654506311041667 -0.659262198229167 -0.791179938125 -0.618930661541667 -0.649592187375 -0.8192886090625 -0.236478300965625 -0.248452246235323 -0.26176478474375 -0.670982816333333 -0.734464214270833 -0.629118207604167 -0.734492240010417 -0.709226813541667 -0.610730044697917 -0.229845694578125 -0.268156035575 -0.0996018297322917 -0.544411790291667 -0.58068405259375 -0.03382430916875 -0.651532141875 -0.689684552916667 0.0797731070135417 -0.71526480125 -0.706788618333333 -0.124082015763542 -0.812903480520833 -0.83858347125 0.0367784491708333
18 "WALKING_UPSTAIRS" 0.271655456913793 -0.0247520910965517 -0.110397068103448 -0.0862737485051724 -0.0126007522793103 -0.331404801724138 0.931230686034483 -0.236650480689655 0.141317872224138 -0.958246928793103 -0.924603173275862 -0.920068855862069 0.0873713190172414 0.0175720227313793 0.0144127689603448 -0.272267857810345 -0.23955938112069 -0.668549297586207 -0.0700614115689655 -0.0519950845465517 0.0726995043401724 -0.463822382839655 -0.457483824655172 -0.443824095862069 -0.0363085435275862 -0.0607978499810345 -0.042754447212069 -0.577205589482759 -0.736835391551724 -0.575387310517241 -0.037498435962069 -0.156742814708621 -0.037498435962069 -0.156742814708621 -0.338963229706897 -0.303883158189655 -0.25996178887931 -0.395910590267241 -0.654683806724138 -0.730935202413793 -0.175273621527586 -0.0941467657948276 -0.476829068793103 -0.0554227763793103 -0.0352180146948276 -0.315438167315517 -0.447967820344828 -0.103853658982759 -0.140518782086207 -0.307857879808621 -0.284141219586207 -0.632124534310345 -0.301552136387931 -0.242115715965517 -0.704008553965517 -0.376020146827586 -0.465482415172414 -0.286675581844828 -0.406957565844828 -0.563754360862069 -0.40829538362069 -0.487069143482759 -0.410245561327586 -0.507251025172414 -0.23564813037931 -0.355081931413793 -0.147516009591724 -0.142351510275862 -0.297695027598276 -0.0207222829931034 -0.283888816344828 -0.335881175137931 0.0478195784546552 -0.51225874362069 -0.427685722786207 -0.204408751847241 -0.72289474 -0.761382181551724 0.0288768085465517
19 "WALKING_UPSTAIRS" 0.2590803779625 -0.024233550044 -0.13102496295 -0.34465795480625 -0.169641369785 -0.39180641795375 0.59474046525 -0.033293213625 0.0509847737375 -0.95093658625 -0.943270755875 -0.89587206475 0.070581029106125 0.03862093395 0.018857253580625 -0.37650629297625 -0.2617359051275 -0.578527207375 0.018971376224625 -0.11081583082375 0.04083819821 -0.591955123125 -0.3682763370625 -0.4031466429375 -0.10852099565 -0.03171548977375 -0.0397736873275 -0.45935272358 -0.636867189875 -0.55522608175125 -0.251418665226125 -0.3894930408875 -0.251418665226125 -0.3894930408875 -0.352975032975 -0.4103714465 -0.33299273335 -0.464546388375 -0.5560740017875 -0.649367340375 -0.34633959855575 -0.18508477858 -0.41761385157875 -0.3453990731325 -0.216433002469375 -0.42647648430125 -0.2394918610575 0.17043180571 0.131797171285 -0.38915682499625 -0.28951621999625 -0.529108663475 -0.421185078275 -0.28376004244375 -0.627492067625 -0.154083895975 -0.1563335614125 -0.06521976439625 -0.4420235205175 -0.44400389463875 -0.373393344835 -0.641643563 -0.3330313538775 -0.4685539505125 0.11313322802575 -0.1833188284 0.0286777294325 -0.33227586386 -0.52055250875 0.239856696786 -0.3546786596575 -0.4961760620875 0.270483258542463 -0.49186134955 -0.539326485375 0.15193881381625 -0.638317641125 -0.691845018375 0.2614465165875
20 "WALKING_UPSTAIRS" 0.277280165294118 -0.0127762282617647 -0.108292342668627 -0.746328092941176 -0.492950805882353 -0.412473271176471 0.851248080588235 -0.242693850784314 -0.190169834862745 -0.969218908431373 -0.945430415490196 -0.935132946862745 0.0807144195098039 -0.0201435003196667 0.0107265890686275 -0.762685335686275 -0.748452050392157 -0.760404674901961 -0.0139139184401961 -0.0621604736666667 0.0826790146470588 -0.788892626862745 -0.464953581372549 -0.403398313333333 -0.107404784296078 -0.0361308921019608 -0.0108409290196078 -0.866423940392157 -0.783806759607843 -0.763615950588235 -0.576503483843137 -0.616201421747059 -0.576503483843137 -0.616201421747059 -0.73825748745098 -0.750562993137255 -0.489760270196078 -0.508508897803922 -0.788352247058824 -0.819179266666667 -0.743164193352941 -0.607486868056863 -0.566220089647059 -0.747921571764706 -0.473030991568627 -0.382648453137255 -0.189043491962745 -0.193224266784314 -0.0778290364705882 -0.764892254313726 -0.753375535490196 -0.737528203921569 -0.782352857254902 -0.760791456470588 -0.782030871764706 0.00194340966666667 -0.323914553388235 -0.16783794575098 -0.786387714313725 -0.59762081097549 -0.544899014964706 -0.792449634509804 -0.40206436372549 -0.419094669607843 -0.279734626294118 -0.34431290845098 -0.278614524996078 -0.643584611507843 -0.66161004445098 -0.0359901015098039 -0.735487594117647 -0.772483273137255 0.168870860739216 -0.609849642221569 -0.528561568866667 -0.238036012201961 -0.809246422745098 -0.846830839215686 0.0406530983078431
21 "WALKING_UPSTAIRS" 0.269156293 -0.0221314279156383 -0.111372275053191 -0.185266470553191 0.0291682571138298 -0.207708563978723 0.870158480638298 -0.282551488212766 -0.143563067796383 -0.951877214255319 -0.936885378085106 -0.917993997340426 0.0948005896989362 -0.0201382102648936 -0.0163211130851064 -0.34079978237766 -0.20712417388617 -0.519852530851064 0.0012184737562766 -0.110157715903191 0.0404428589361702 -0.412544215803192 -0.333490267595745 -0.106310843934255 -0.105865189790426 -0.0342612444632979 -0.0349037995425532 -0.546952591382979 -0.592733139680851 -0.528483051489362 -0.0768700013447872 -0.193078168773404 -0.0768700013447872 -0.193078168773404 -0.329210092925532 -0.291737814285106 -0.122356042636277 -0.318736876629787 -0.561576629787234 -0.623536195425532 -0.246432040302128 -0.0210425472542553 -0.298757642351064 -0.163710226018298 -0.0116366639670213 -0.222858265702128 -0.415041993308511 -0.0820355900041489 -0.0605941809734043 -0.353114121710638 -0.224773920657447 -0.469469545212766 -0.388254198319149 -0.245101023585106 -0.569652042553191 -0.276121144526596 -0.345371077257447 -0.306231377874468 -0.367513544351064 -0.377214840284255 -0.211309526765957 -0.433029364626596 -0.31611817062766 -0.159751850426596 -0.251066317440426 -0.225029486669149 -0.323896568308511 -0.174823104730851 -0.330128299371277 -0.00536516663404255 -0.269374657823404 -0.32952228765 0.0512766182928723 -0.414542818857766 -0.374844139952128 -0.0860526025244681 -0.612717631276596 -0.666327259574468 0.145008954546809
22 "WALKING_UPSTAIRS" 0.248391534566667 -0.0268622561133333 -0.117550861738095 0.0835738640921429 0.250067523738095 -0.109613216345238 0.889454382857143 -0.33682691 -0.0957978990316667 -0.94063384047619 -0.941620221904762 -0.913153632142857 0.0877172239047619 0.0367082966285714 -0.033616970907381 -0.00853992680952381 -0.0575784544857143 -0.471703304761905 0.13497880785381 -0.181458414495238 0.0157359244619048 -0.301491709628571 -0.489417908809524 -0.157758060642857 -0.148450080695476 -0.0381312609738095 -0.067457054547619 -0.396699215238095 -0.704255415 -0.515697758571429 0.210282608333333 -0.158757474833333 0.210282608333333 -0.158757474833333 -0.0957840344357143 -0.0876501605595238 -0.1280319236 -0.2025581772 -0.568111869047619 -0.675633024285714 -0.0553996485285714 0.13068653882619 -0.228019952309524 0.132048813464286 0.230058772192857 -0.116753339559524 -0.21396827747619 -0.0343404000452381 -0.0330889778857143 -0.0382449785166667 -0.0751829281833333 -0.414448875714286 -0.0677978520178571 -0.106099613648095 -0.528567802619048 0.0466071941261905 -0.270497675785714 -0.161561379016667 -0.19545699252381 -0.523943751666667 -0.199313066142857 -0.338139776690476 -0.473882071666667 -0.222431794690476 -0.203542110833333 -0.170789279261905 -0.147429136850952 -0.0866905123880952 -0.334126221428571 0.29374477 -0.0458020362119048 -0.151299835619048 0.187559363004762 -0.369902 -0.234023031571429 -0.224891603642857 -0.667996003333333 -0.70987053452381 0.263527183357143
